FIGARO:   
Accelerometer Device Design by Integration of Arduino UNO and MEMS Circuit
by A.Komec Mutlu, U.Mert Tugsal, A.A. Dindar
   
   
   
Device ID:
F024-001.csv
Comp X,Comp Y,Comp Z
,msec|DD:HH:MM:SS:MSEC-2.67,-6.35,8.63,46,0:00:00:00:46
-2.75,-6.43,8.67,119,0:00:00:00:119
-2.67,-6.32,8.67,197,0:00:00:00:197
-2.79,-6.47,8.71,275,0:00:00:00:275
-2.71,-6.32,8.55,353,0:00:00:00:353
-2.79,-6.39,8.71,431,0:00:00:00:431
-2.67,-6.28,8.71,508,0:00:00:00:508
-2.63,-6.47,8.71,587,0:00:00:00:587
-2.94,-6.20,8.51,668,0:00:00:00:668
-2.75,-6.51,8.63,743,0:00:00:00:743
-2.63,-6.39,8.59,821,0:00:00:00:821
-2.71,-6.39,8.71,899,0:00:00:00:899
-2.75,-6.39,8.67,977,0:00:00:00:977
-2.79,-6.39,8.59,1055,0:00:00:01:55
-2.82,-6.32,8.79,1133,0:00:00:01:133
-2.67,-6.32,8.67,1212,0:00:00:01:212
FIGARO:   
Accelerometer Device Design by Integration of Arduino UNO and MEMS Circuit
by A.Komec Mutlu, U.Mert Tugsal, A.A. Dindar
   
   
   
Device ID:
F024-001.csv
Comp X,Comp Y,Comp Z
,msec|DD:HH:MM:SS:MSEC-2.79,-6.39,8.67,35,0:00:00:00:35
-2.82,-6.35,8.67,119,0:00:00:00:119
-2.71,-6.32,8.67,197,0:00:00:00:197
-2.79,-6.43,8.75,275,0:00:00:00:275
-2.79,-6.43,8.63,353,0:00:00:00:353
-2.67,-6.39,8.67,431,0:00:00:00:431
-2.82,-6.35,8.63,509,0:00:00:00:509
-2.75,-6.28,8.71,587,0:00:00:00:587
-2.51,-6.71,8.63,665,0:00:00:00:665
-2.75,-6.43,8.67,743,0:00:00:00:743
-2.75,-6.39,8.63,821,0:00:00:00:821
-2.79,-6.39,8.71,899,0:00:00:00:899
-2.82,-6.39,8.63,977,0:00:00:00:977
-2.71,-6.39,8.67,1055,0:00:00:01:55
-2.79,-6.35,8.71,1136,0:00:00:01:136
-2.79,-6.35,8.67,1212,0:00:00:01:212
-2.71,-6.35,8.67,1291,0:00:00:01:291
-2.71,-6.39,8.71,1371,0:00:00:01:371
-2.75,-6.35,8.67,1449,0:00:00:01:449
-2.82,-6.39,8.67,1528,0:00:00:01:528
-2.71,-6.35,8.59,1607,0:00:00:01:607
-2.75,-6.39,8.71,1686,0:00:00:01:686
-2.79,-6.35,8.63,1765,0:00:00:01:765
-2.75,-6.32,8.71,1845,0:00:00:01:845
-2.79,-6.35,8.67,1924,0:00:00:01:924
-2.82,-6.35,8.67,2002,0:00:00:02:2
-2.82,-6.32,8.71,2079,0:00:00:02:79
-2.75,-6.35,8.71,2157,0:00:00:02:157
-2.79,-6.35,8.71,2240,0:00:00:02:240
-2.79,-6.32,8.75,2316,0:00:00:02:316
-2.82,-6.35,8.67,2395,0:00:00:02:395
-2.79,-6.32,8.67,2473,0:00:00:02:473
-2.79,-6.28,8.71,2552,0:00:00:02:552
-2.82,-6.35,8.67,2631,0:00:00:02:631
-2.82,-6.28,8.75,2711,0:00:00:02:711
-2.79,-6.35,8.59,2790,0:00:00:02:790
-2.79,-6.32,8.67,2869,0:00:00:02:869
-2.79,-6.35,8.71,2948,0:00:00:02:948
-2.79,-6.39,8.67,3027,0:00:00:03:27
-2.79,-6.24,8.59,3105,0:00:00:03:105
-2.79,-6.32,8.67,3184,0:00:00:03:184
-2.79,-6.32,8.63,3274,0:00:00:03:274
-2.82,-6.32,8.71,3342,0:00:00:03:342
-2.75,-6.35,8.71,3421,0:00:00:03:421
-2.82,-6.35,8.63,3501,0:00:00:03:501
-2.82,-6.39,8.63,3579,0:00:00:03:579
-2.79,-6.28,8.67,3658,0:00:00:03:658
-2.86,-6.32,8.67,3737,0:00:00:03:737
-2.82,-6.32,8.67,3816,0:00:00:03:816
-2.79,-6.35,8.75,3895,0:00:00:03:895
-2.79,-6.32,8.71,3975,0:00:00:03:975
-2.86,-6.32,8.67,4054,0:00:00:04:54
-2.90,-6.32,8.71,4131,0:00:00:04:131
-2.55,-6.71,8.90,4210,0:00:00:04:210
-2.75,-6.39,8.63,4289,0:00:00:04:289
-2.86,-6.20,8.67,4372,0:00:00:04:372
-3.06,-5.92,8.83,4448,0:00:00:04:448
-2.63,-6.51,8.87,4527,0:00:00:04:527
-2.79,-6.28,8.67,4605,0:00:00:04:605
-2.90,-6.28,8.71,4684,0:00:00:04:684
-2.86,-6.24,8.71,4763,0:00:00:04:763
-3.10,-6.16,8.51,4843,0:00:00:04:843
-2.75,-6.43,8.75,4922,0:00:00:04:922
-2.86,-6.08,8.75,5001,0:00:00:05:1
-2.98,-6.28,8.63,5078,0:00:00:05:78
-2.75,-6.28,8.63,5155,0:00:00:05:155
-3.10,-6.39,8.59,5235,0:00:00:05:235
-2.90,-6.20,8.71,5314,0:00:00:05:314
-2.94,-5.84,8.87,5396,0:00:00:05:396
-2.75,-6.20,8.83,5472,0:00:00:05:472
-2.79,-6.39,8.55,5551,0:00:00:05:551
-3.02,-6.24,8.59,5630,0:00:00:05:630
-2.94,-6.24,8.71,5709,0:00:00:05:709
-3.02,-6.32,8.63,5788,0:00:00:05:788
-2.67,-6.20,8.79,5867,0:00:00:05:867
-2.71,-6.32,8.87,5946,0:00:00:05:946
-2.90,-6.24,8.67,6025,0:00:00:06:25
-3.06,-6.20,8.71,6104,0:00:00:06:104
-2.90,-6.12,8.75,6182,0:00:00:06:182
-3.02,-6.12,8.90,6261,0:00:00:06:261
-2.59,-6.20,9.02,6340,0:00:00:06:340
-2.86,-6.00,8.94,6419,0:00:00:06:419
-3.06,-6.24,8.63,6502,0:00:00:06:502
-2.90,-6.24,8.75,6578,0:00:00:06:578
-2.75,-6.04,8.87,6657,0:00:00:06:657
-2.82,-6.20,8.83,6735,0:00:00:06:735
-2.94,-6.28,8.67,6814,0:00:00:06:814
-2.98,-6.20,8.71,6893,0:00:00:06:893
-2.79,-6.08,8.90,6973,0:00:00:06:973
-2.86,-6.24,8.75,7052,0:00:00:07:52
-3.02,-6.24,8.63,7130,0:00:00:07:130
-2.82,-6.20,8.87,7208,0:00:00:07:208
-2.82,-6.08,8.75,7287,0:00:00:07:287
-2.94,-6.20,8.87,7367,0:00:00:07:367
-2.94,-6.20,8.75,7446,0:00:00:07:446
-3.10,-6.12,8.28,7528,0:00:00:07:528
-2.63,-6.43,8.71,7604,0:00:00:07:604
-2.86,-6.32,8.67,7683,0:00:00:07:683
-2.94,-6.39,8.71,7762,0:00:00:07:762
-2.86,-6.16,8.55,7841,0:00:00:07:841
-2.86,-5.96,9.02,7920,0:00:00:07:920
-2.71,-6.16,8.83,7999,0:00:00:07:999
-3.06,-6.24,8.51,8078,0:00:00:08:78
-2.98,-6.12,8.83,8164,0:00:00:08:164
-2.67,-6.00,8.87,8236,0:00:00:08:236
-2.75,-6.12,8.83,8314,0:00:00:08:314
-3.18,-6.16,8.43,8393,0:00:00:08:393
-2.86,-6.35,8.71,8472,0:00:00:08:472
-2.71,-6.00,8.94,8551,0:00:00:08:551
-2.79,-6.20,8.90,8634,0:00:00:08:634
-2.94,-6.35,8.63,8710,0:00:00:08:710
-2.82,-6.32,8.71,8788,0:00:00:08:788
-2.71,-6.08,8.87,8867,0:00:00:08:867
-2.82,-6.20,8.79,8946,0:00:00:08:946
-3.06,-6.32,8.59,9026,0:00:00:09:26
-2.75,-6.00,8.98,9104,0:00:00:09:104
-2.75,-6.24,8.83,9183,0:00:00:09:183
-2.86,-6.24,8.55,9262,0:00:00:09:262
-2.82,-6.08,8.87,9340,0:00:00:09:340
-2.79,-6.24,8.67,9419,0:00:00:09:419
-2.90,-6.20,8.71,9499,0:00:00:09:499
-2.82,-6.16,8.83,9578,0:00:00:09:578
-2.75,-6.12,8.79,9660,0:00:00:09:660
-2.90,-6.20,8.75,9736,0:00:00:09:736
-2.90,-6.20,8.79,9815,0:00:00:09:815
-2.75,-6.12,8.79,9894,0:00:00:09:894
-2.82,-6.20,8.75,9973,0:00:00:09:973
-2.90,-6.16,8.79,10052,0:00:00:10:52
-2.82,-6.20,8.79,10131,0:00:00:10:131
-2.86,-6.24,8.83,10211,0:00:00:10:211
-2.82,-6.12,8.79,10292,0:00:00:10:292
-2.90,-6.24,8.79,10372,0:00:00:10:372
-2.79,-6.20,8.71,10451,0:00:00:10:451
-2.90,-6.20,8.75,10531,0:00:00:10:531
-2.86,-6.20,8.79,10611,0:00:00:10:611
-2.71,-6.28,8.83,10692,0:00:00:10:692
-2.75,-6.08,8.71,10775,0:00:00:10:775
-2.90,-6.24,8.79,10852,0:00:00:10:852
-2.90,-6.20,8.75,10932,0:00:00:10:932
-2.79,-6.08,8.79,11012,0:00:00:11:12
-2.82,-6.16,8.83,11091,0:00:00:11:91
-2.90,-6.16,8.75,11170,0:00:00:11:170
-2.82,-6.08,8.90,11250,0:00:00:11:250
-2.82,-6.16,8.83,11330,0:00:00:11:330
-2.82,-6.20,8.83,11410,0:00:00:11:410
-2.86,-6.32,8.79,11491,0:00:00:11:491
-2.86,-6.16,8.67,11571,0:00:00:11:571
-2.71,-5.92,8.87,11651,0:00:00:11:651
-2.86,-6.35,8.79,11730,0:00:00:11:730
-3.18,-5.92,8.59,11814,0:00:00:11:814
-2.71,-6.12,8.87,11891,0:00:00:11:891
-3.06,-5.65,9.10,11971,0:00:00:11:971
-2.86,-6.32,8.87,12051,0:00:00:12:51
-3.02,-6.51,8.79,12130,0:00:00:12:130
-2.55,-6.24,8.90,12210,0:00:00:12:210
-2.98,-5.73,8.90,12291,0:00:00:12:291
