FIGARO:   
Accelerometer Device Design by Integration of Arduino UNO and MEMS Circuit
by A.Komec Mutlu, U.Mert Tugsal, A.A. Dindar
   
   
   
Device ID:
F016-001.csv
Comp X,Comp Y,Comp Z
,msec|DD:HH:MM:SS:MSECFIGARO:   
Accelerometer Device Design by Integration of Arduino UNO and MEMS Circuit
by A.Komec Mutlu, U.Mert Tugsal, A.A. Dindar
   
   
   
Device ID:
F016-001.csv
Comp X,Comp Y,Comp Z
,msec|DD:HH:MM:SS:MSEC6.43,6.28,6.79,29,0:00:00:00:29
6.39,6.32,6.79,116,0:00:00:00:116
6.43,6.32,6.75,193,0:00:00:00:193
6.43,6.35,6.79,272,0:00:00:00:272
6.47,6.32,6.79,345,0:00:00:00:345
6.39,6.35,6.71,420,0:00:00:00:420
6.39,6.35,6.79,496,0:00:00:00:496
6.43,6.28,6.67,572,0:00:00:00:572
6.43,6.32,6.79,649,0:00:00:00:649
6.47,6.32,6.71,724,0:00:00:00:724
6.43,6.32,6.71,800,0:00:00:00:800
6.43,6.32,6.75,876,0:00:00:00:876
6.43,6.35,6.75,952,0:00:00:00:952
6.43,6.32,6.75,1028,0:00:00:01:28
6.43,6.35,6.71,1103,0:00:00:01:103
6.43,6.35,6.75,1181,0:00:00:01:181
6.47,6.32,6.71,1258,0:00:00:01:258
6.43,6.32,6.79,1338,0:00:00:01:338
6.43,6.35,6.71,1412,0:00:00:01:412
6.39,6.35,6.63,1488,0:00:00:01:488
6.39,6.35,6.75,1565,0:00:00:01:565
6.39,6.35,6.71,1643,0:00:00:01:643
6.47,6.35,6.79,1720,0:00:00:01:720
6.51,6.24,6.63,1797,0:00:00:01:797
6.43,6.28,6.75,1873,0:00:00:01:873
6.47,6.28,6.67,1950,0:00:00:01:950
6.39,6.35,6.71,2027,0:00:00:02:27
6.43,6.32,6.71,2103,0:00:00:02:103
6.43,6.32,6.79,2181,0:00:00:02:181
6.43,6.39,6.79,2257,0:00:00:02:257
6.43,6.35,6.71,2334,0:00:00:02:334
6.43,6.32,6.63,2414,0:00:00:02:414
6.43,6.32,6.67,2488,0:00:00:02:488
6.39,6.32,6.75,2565,0:00:00:02:565
6.43,6.28,6.75,2642,0:00:00:02:642
6.47,6.32,6.63,2719,0:00:00:02:719
6.47,6.39,6.71,2796,0:00:00:02:796
6.43,6.32,6.75,2873,0:00:00:02:873
6.43,6.28,6.79,2950,0:00:00:02:950
6.43,6.32,6.67,3026,0:00:00:03:26
6.39,6.35,6.75,3102,0:00:00:03:102
6.39,6.39,6.75,3180,0:00:00:03:180
6.39,6.39,6.75,3257,0:00:00:03:257
6.39,6.35,6.71,3334,0:00:00:03:334
6.43,6.32,6.79,3410,0:00:00:03:410
6.39,6.32,6.75,3487,0:00:00:03:487
6.43,6.32,6.71,3568,0:00:00:03:568
6.43,6.35,6.75,3642,0:00:00:03:642
6.43,6.32,6.83,3719,0:00:00:03:719
6.47,6.32,6.71,3795,0:00:00:03:795
6.47,6.32,6.79,3872,0:00:00:03:872
6.43,6.35,6.71,3949,0:00:00:03:949
6.43,6.32,6.75,4026,0:00:00:04:26
6.39,6.39,6.75,4103,0:00:00:04:103
6.39,6.32,6.75,4179,0:00:00:04:179
6.43,6.32,6.63,4256,0:00:00:04:256
6.43,6.32,6.75,4333,0:00:00:04:333
6.39,6.32,6.71,4410,0:00:00:04:410
6.43,6.35,6.71,4487,0:00:00:04:487
6.43,6.35,6.79,4563,0:00:00:04:563
6.47,6.35,6.71,4644,0:00:00:04:644
6.39,6.39,6.67,4718,0:00:00:04:718
6.43,6.32,6.75,4795,0:00:00:04:795
6.43,6.32,6.75,4872,0:00:00:04:872
6.39,6.28,6.75,4948,0:00:00:04:948
6.39,6.35,6.71,5025,0:00:00:05:25
6.43,6.35,6.79,5102,0:00:00:05:102
6.39,6.32,6.71,5179,0:00:00:05:179
6.47,6.32,6.71,5256,0:00:00:05:256
6.39,6.35,6.71,5332,0:00:00:05:332
6.39,6.35,6.79,5409,0:00:00:05:409
6.47,6.35,6.83,5486,0:00:00:05:486
6.43,6.35,6.75,5563,0:00:00:05:563
6.39,6.32,6.71,5641,0:00:00:05:641
6.47,6.35,6.71,5721,0:00:00:05:721
6.47,6.35,6.75,5794,0:00:00:05:794
6.43,6.28,6.79,5871,0:00:00:05:871
6.39,6.32,6.71,5948,0:00:00:05:948
6.43,6.35,6.67,6025,0:00:00:06:25
6.43,6.32,6.71,6102,0:00:00:06:102
6.43,6.32,6.75,6178,0:00:00:06:178
6.39,6.32,6.75,6255,0:00:00:06:255
6.39,6.35,6.71,6332,0:00:00:06:332
6.39,6.35,6.75,6409,0:00:00:06:409
6.43,6.32,6.79,6486,0:00:00:06:486
6.43,6.28,6.75,6562,0:00:00:06:562
6.39,6.35,6.75,6640,0:00:00:06:640
6.39,6.32,6.71,6717,0:00:00:06:717
6.43,6.35,6.71,6797,0:00:00:06:797
6.43,6.35,6.71,6871,0:00:00:06:871
6.47,6.32,6.83,6947,0:00:00:06:947
6.39,6.39,6.75,7024,0:00:00:07:24
6.39,6.32,6.83,7101,0:00:00:07:101
6.43,6.35,6.71,7178,0:00:00:07:178
6.43,6.32,6.75,7255,0:00:00:07:255
6.43,6.32,6.75,7331,0:00:00:07:331
6.47,6.35,6.75,7408,0:00:00:07:408
6.43,6.35,6.71,7485,0:00:00:07:485
6.47,6.28,6.71,7562,0:00:00:07:562
6.43,6.35,6.75,7640,0:00:00:07:640
6.43,6.32,6.71,7716,0:00:00:07:716
6.43,6.35,6.71,7793,0:00:00:07:793
6.39,6.32,6.75,7870,0:00:00:07:870
6.43,6.32,6.67,7951,0:00:00:07:951
6.47,6.32,6.71,8024,0:00:00:08:24
6.39,6.39,6.75,8100,0:00:00:08:100
6.43,6.32,6.79,8177,0:00:00:08:177
6.39,6.35,6.75,8254,0:00:00:08:254
6.43,6.32,6.71,8331,0:00:00:08:331
6.43,6.35,6.67,8408,0:00:00:08:408
6.39,6.32,6.71,8484,0:00:00:08:484
6.43,6.35,6.71,8561,0:00:00:08:561
6.39,6.32,6.67,8639,0:00:00:08:639
6.39,6.35,6.75,8716,0:00:00:08:716
6.35,6.35,6.75,8793,0:00:00:08:793
6.39,6.35,6.75,8869,0:00:00:08:869
6.43,6.35,6.67,8946,0:00:00:08:946
6.43,6.32,6.79,9027,0:00:00:09:27
6.43,6.32,6.71,9100,0:00:00:09:100
6.47,6.28,6.71,9185,0:00:00:09:185
6.43,6.35,6.71,9253,0:00:00:09:253
6.39,6.32,6.71,9330,0:00:00:09:330
6.39,6.35,6.75,9407,0:00:00:09:407
6.43,6.32,6.75,9484,0:00:00:09:484
6.43,6.28,6.75,9562,0:00:00:09:562
6.43,6.32,6.75,9638,0:00:00:09:638
6.43,6.32,6.71,9715,0:00:00:09:715
6.39,6.35,6.75,9792,0:00:00:09:792
6.39,6.35,6.71,9869,0:00:00:09:869
6.39,6.35,6.71,9946,0:00:00:09:946
6.43,6.28,6.75,10022,0:00:00:10:22
6.47,6.28,6.71,10103,0:00:00:10:103
6.39,6.32,6.75,10178,0:00:00:10:178
6.43,6.32,6.75,10256,0:00:00:10:256
6.43,6.35,6.71,10334,0:00:00:10:334
6.43,6.39,6.71,10412,0:00:00:10:412
6.43,6.32,6.83,10490,0:00:00:10:490
6.43,6.35,6.79,10568,0:00:00:10:568
6.43,6.35,6.71,10646,0:00:00:10:646
6.39,6.39,6.75,10724,0:00:00:10:724
6.43,6.32,6.71,10802,0:00:00:10:802
6.47,6.32,6.75,10880,0:00:00:10:880
6.47,6.32,6.75,10958,0:00:00:10:958
6.51,6.28,6.79,11036,0:00:00:11:36
6.47,6.32,6.79,11113,0:00:00:11:113
6.47,6.28,6.75,11194,0:00:00:11:194
6.55,6.35,6.79,11269,0:00:00:11:269
6.59,6.35,6.75,11346,0:00:00:11:346
6.51,6.35,6.79,11425,0:00:00:11:425
6.47,6.39,6.75,11503,0:00:00:11:503
6.39,6.32,6.71,11581,0:00:00:11:581
