FIGARO:   
Accelerometer Device Design by Integration of Arduino UNO and MEMS Circuit
by A.Komec Mutlu, U.Mert Tugsal, A.A. Dindar
   
   
   
Device ID:
F015-001.csv
Comp X,Comp Y,Comp Z
,msec|DD:HH:MM:SS:MSEC5.06,7.37,-5.88,37,0:00:00:00:37
FIGARO:   
Accelerometer Device Design by Integration of Arduino UNO and MEMS Circuit
by A.Komec Mutlu, U.Mert Tugsal, A.A. Dindar
   
   
   
Device ID:
F015-001.csv
Comp X,Comp Y,Comp Z
,msec|DD:HH:MM:SS:MSEC5.49,7.41,-5.53,29,0:00:00:00:29
5.33,7.57,-5.14,117,0:00:00:00:117
5.33,7.37,-5.61,198,0:00:00:00:198
5.53,7.37,-5.18,272,0:00:00:00:272
5.49,7.53,-5.45,349,0:00:00:00:349
5.57,7.37,-5.77,425,0:00:00:00:425
5.37,7.37,-5.69,502,0:00:00:00:502
5.65,7.45,-5.69,580,0:00:00:00:580
6.63,6.35,-5.02,657,0:00:00:00:657
8.20,10.55,-6.16,734,0:00:00:00:734
9.34,5.37,-4.63,812,0:00:00:00:812
3.14,7.96,-3.37,888,0:00:00:00:888
9.34,7.06,-5.26,965,0:00:00:00:965
7.34,2.28,-7.34,1043,0:00:00:01:43
-7.53,13.22,-8.98,1120,0:00:00:01:120
5.69,8.98,-6.59,1200,0:00:00:01:200
7.77,5.73,-4.59,1281,0:00:00:01:281
7.41,5.92,-6.08,1355,0:00:00:01:355
6.47,5.92,-6.12,1433,0:00:00:01:433
5.96,6.00,-6.20,1512,0:00:00:01:512
7.10,5.22,-5.88,1590,0:00:00:01:590
7.69,5.14,-6.12,1668,0:00:00:01:668
8.20,4.98,-5.69,1745,0:00:00:01:745
7.92,4.82,-5.49,1823,0:00:00:01:823
8.20,4.43,-5.37,1901,0:00:00:01:901
7.96,4.67,-5.30,1980,0:00:00:01:980
7.53,5.18,-4.79,2058,0:00:00:02:58
7.69,5.22,-5.10,2135,0:00:00:02:135
7.53,5.14,-4.94,2212,0:00:00:02:212
8.08,5.37,-4.86,2290,0:00:00:02:290
8.00,5.22,-4.79,2372,0:00:00:02:372
8.28,5.02,-4.86,2447,0:00:00:02:447
8.43,4.98,-4.67,2525,0:00:00:02:525
8.24,4.79,-4.67,2603,0:00:00:02:603
8.39,4.79,-4.55,2680,0:00:00:02:680
8.43,4.67,-4.63,2758,0:00:00:02:758
8.36,4.94,-4.43,2836,0:00:00:02:836
8.55,4.67,-4.47,2915,0:00:00:02:915
8.63,4.59,-4.55,2993,0:00:00:02:993
8.51,4.59,-4.43,3070,0:00:00:03:70
8.71,4.55,-4.59,3147,0:00:00:03:147
8.47,4.39,-4.63,3225,0:00:00:03:225
8.47,4.55,-4.55,3304,0:00:00:03:304
8.59,4.43,-4.55,3382,0:00:00:03:382
8.55,4.51,-4.59,3457,0:00:00:03:457
8.55,4.39,-4.43,3537,0:00:00:03:537
8.63,4.39,-4.47,3615,0:00:00:03:615
8.63,4.35,-4.67,3693,0:00:00:03:693
8.71,4.28,-4.63,3772,0:00:00:03:772
8.67,4.39,-4.67,3850,0:00:00:03:850
8.79,4.35,-4.51,3928,0:00:00:03:928
